id,title,description,media_type,media_url,price,categories,tags,created_at
p_0018,Noise-canceling Headphones,Over-ear headphones with ANC,image,https://example.com/media/headphones9.jpg,363.73,Electronics;Audio,ANC;wireless;comfort,2025-03-26
p_0019,Smartwatch Pro,Fitness-tracking smartwatch,image,https://example.com/media/watch10.jpg,175.23,Electronics;Wearables,heart-rate;gps;waterproof,2025-02-09
p_0020,Noise-canceling Headphones,Over-ear headphones with ANC,image,https://example.com/media/headphones1.jpg,332.39,Electronics;Audio,ANC;wireless;comfort,2025-01-08
p_0021,Ergonomic Office Chair,Comfortable chair with lumbar support,image,https://example.com/media/chair2.jpg,76.07,Furniture;Office,ergonomic;mesh;adjustable,2025-03-02
p_0022,Ergonomic Office Chair,Comfortable chair with lumbar support,image,https://example.com/media/chair3.jpg,211.38,Furniture;Office,ergonomic;mesh;adjustable,2025-02-05
p_0023,Noise-canceling Headphones,Over-ear headphones with ANC,image,https://example.com/media/headphones4.jpg,105.42,Electronics;Audio,ANC;wireless;comfort,2025-01-02
p_0024,Smartwatch Pro,Fitness-tracking smartwatch,image,https://example.com/media/watch5.jpg,46.12,Electronics;Wearables,heart-rate;gps;waterproof,2025-01-24
p_0025,Portable Bluetooth Speaker,Compact speaker with 12h battery,image,https://example.com/media/speaker6.jpg,249.95,Electronics;Audio,bluetooth;portable;bass,2025-03-22
p_0026,Noise-canceling Headphones,Over-ear headphones with ANC,image,https://example.com/media/headphones7.jpg,140.86,Electronics;Audio,ANC;wireless;comfort,2025-02-07
p_0027,Ergonomic Office Chair,Comfortable chair with lumbar support,image,https://example.com/media/chair8.jpg,467.04,Furniture;Office,ergonomic;mesh;adjustable,2025-01-26
p_0028,Travel Drone 4K,Lightweight drone with 4K camera,video,https://example.com/media/drone_demo9.mp4,64.04,Electronics;Drones,4K;camera;gps,2025-01-16
p_0029,Kids Educational Tablet,Tablet with child-safe apps,image,https://example.com/media/tablet10.jpg,489.06,Electronics;Kids,education;parental-control;toddler,2025-03-21
p_0030,Noise-canceling Headphones,Over-ear headphones with ANC,image,https://example.com/media/headphones1.jpg,469.06,Electronics;Audio,ANC;wireless;comfort,2025-02-02
p_0031,Noise-canceling Headphones,Over-ear headphones with ANC,image,https://example.com/media/headphones2.jpg,186.95,Electronics;Audio,ANC;wireless;comfort,2025-01-05
p_0032,Noise-canceling Headphones,Over-ear headphones with ANC,image,https://example.com/media/headphones3.jpg,191.74,Electronics;Audio,ANC;wireless;comfort,2025-02-25
p_0033,Smartwatch Pro,Fitness-tracking smartwatch,image,https://example.com/media/watch4.jpg,263.9,Electronics;Wearables,heart-rate;gps;waterproof,2025-02-23
p_0034,Ergonomic Office Chair,Comfortable chair with lumbar support,image,https://example.com/media/chair5.jpg,373.93,Furniture;Office,ergonomic;mesh;adjustable,2025-03-11
p_0035,Travel Drone 4K,Lightweight drone with 4K camera,video,https://example.com/media/drone_demo6.mp4,471.11,Electronics;Drones,4K;camera;gps,2025-01-18
p_0036,Kids Educational Tablet,Tablet with child-safe apps,image,https://example.com/media/tablet7.jpg,332.32,Electronics;Kids,education;parental-control;toddler,2025-01-12
p_0037,4K Action Camera,Waterproof action camera 4K video,video,https://example.com/media/actioncam_demo8.mp4,282.74,Electronics;Cameras,4K;waterproof;wide-angle,2025-01-06
p_0038,Portable Bluetooth Speaker,Compact speaker with 12h battery,image,https://example.com/media/speaker9.jpg,445.78,Electronics;Audio,bluetooth;portable;bass,2025-03-06
p_0039,4K Action Camera,Waterproof action camera 4K video,video,https://example.com/media/actioncam_demo10.mp4,94.18,Electronics;Cameras,4K;waterproof;wide-angle,2025-03-28
p_0040,Ergonomic Office Chair,Comfortable chair with lumbar support,image,https://example.com/media/chair1.jpg,169.11,Furniture;Office,ergonomic;mesh;adjustable,2025-02-28
p_0041,Travel Drone 4K,Lightweight drone with 4K camera,video,https://example.com/media/drone_demo2.mp4,461.34,Electronics;Drones,4K;camera;gps,2025-02-09
p_0042,4K Action Camera,Waterproof action camera 4K video,video,https://example.com/media/actioncam_demo3.mp4,144.81,Electronics;Cameras,4K;waterproof;wide-angle,2025-04-01
p_0043,Noise-canceling Headphones,Over-ear headphones with ANC,image,https://example.com/media/headphones4.jpg,171.22,Electronics;Audio,ANC;wireless;comfort,2025-02-01
p_0044,Travel Drone 4K,Lightweight drone with 4K camera,video,https://example.com/media/drone_demo5.mp4,294.9,Electronics;Drones,4K;camera;gps,2025-03-25
p_0045,Ergonomic Office Chair,Comfortable chair with lumbar support,image,https://example.com/media/chair6.jpg,446.39,Furniture;Office,ergonomic;mesh;adjustable,2025-03-20
p_0046,Ergonomic Office Chair,Comfortable chair with lumbar support,image,https://example.com/media/chair7.jpg,312.04,Furniture;Office,ergonomic;mesh;adjustable,2025-01-19
p_0047,Smartwatch Pro,Fitness-tracking smartwatch,image,https://example.com/media/watch8.jpg,394.58,Electronics;Wearables,heart-rate;gps;waterproof,2025-01-14
p_0048,Ergonomic Office Chair,Comfortable chair with lumbar support,image,https://example.com/media/chair9.jpg,166.35,Furniture;Office,ergonomic;mesh;adjustable,2025-02-16
p_0049,Smartwatch Pro,Fitness-tracking smartwatch,image,https://example.com/media/watch10.jpg,160.65,Electronics;Wearables,heart-rate;gps;waterproof,2025-03-19
p_0050,Kids Educational Tablet,Tablet with child-safe apps,image,https://example.com/media/tablet1.jpg,182.88,Electronics;Kids,education;parental-control;toddler,2025-03-18
p_0051,4K Action Camera,Waterproof action camera 4K video,video,https://example.com/media/actioncam_demo2.mp4,496.67,Electronics;Cameras,4K;waterproof;wide-angle,2025-02-26
p_0052,Portable Bluetooth Speaker,Compact speaker with 12h battery,image,https://example.com/media/speaker3.jpg,165.33,Electronics;Audio,bluetooth;portable;bass,2025-01-02
p_0053,Smartwatch Pro,Fitness-tracking smartwatch,image,https://example.com/media/watch4.jpg,108.35,Electronics;Wearables,heart-rate;gps;waterproof,2025-01-06
p_0054,Kids Educational Tablet,Tablet with child-safe apps,image,https://example.com/media/tablet5.jpg,233.13,Electronics;Kids,education;parental-control;toddler,2025-02-08
p_0055,Noise-canceling Headphones,Over-ear headphones with ANC,image,https://example.com/media/headphones6.jpg,267.67,Electronics;Audio,ANC;wireless;comfort,2025-01-29
p_0056,Coffee Maker 12-cup,Programmable drip coffee maker,image,https://example.com/media/coffee7.jpg,166.43,Home;Kitchen,coffee;programmable;12cup,2025-01-31
p_0057,4K Action Camera,Waterproof action camera 4K video,video,https://example.com/media/actioncam_demo8.mp4,41.48,Electronics;Cameras,4K;waterproof;wide-angle,2025-04-01
p_0058,Coffee Maker 12-cup,Programmable drip coffee maker,image,https://example.com/media/coffee9.jpg,37.79,Home;Kitchen,coffee;programmable;12cup,2025-01-28
p_0059,Ergonomic Office Chair,Comfortable chair with lumbar support,image,https://example.com/media/chair10.jpg,366.9,Furniture;Office,ergonomic;mesh;adjustable,2025-01-01
p_0060,Smartwatch Pro,Fitness-tracking smartwatch,image,https://example.com/media/watch1.jpg,413.13,Electronics;Wearables,heart-rate;gps;waterproof,2025-02-22
p_0061,Portable Bluetooth Speaker,Compact speaker with 12h battery,image,https://example.com/media/speaker2.jpg,427.81,Electronics;Audio,bluetooth;portable;bass,2025-01-25
p_0062,Noise-canceling Headphones,Over-ear headphones with ANC,image,https://example.com/media/headphones3.jpg,420.14,Electronics;Audio,ANC;wireless;comfort,2025-01-11
p_0063,4K Action Camera,Waterproof action camera 4K video,video,https://example.com/media/actioncam_demo4.mp4,31.36,Electronics;Cameras,4K;waterproof;wide-angle,2025-01-09
p_0064,Portable Bluetooth Speaker,Compact speaker with 12h battery,image,https://example.com/media/speaker5.jpg,28.24,Electronics;Audio,bluetooth;portable;bass,2025-03-25
p_0065,Coffee Maker 12-cup,Programmable drip coffee maker,image,https://example.com/media/coffee6.jpg,360.18,Home;Kitchen,coffee;programmable;12cup,2025-02-11
p_0066,Noise-canceling Headphones,Over-ear headphones with ANC,image,https://example.com/media/headphones7.jpg,475.05,Electronics;Audio,ANC;wireless;comfort,2025-03-22
p_0067,Kids Educational Tablet,Tablet with child-safe apps,image,https://example.com/media/tablet8.jpg,494.32,Electronics;Kids,education;parental-control;toddler,2025-02-28
p_0068,Ergonomic Office Chair,Comfortable chair with lumbar support,image,https://example.com/media/chair9.jpg,135.38,Furniture;Office,ergonomic;mesh;adjustable,2025-02-14
p_0069,Noise-canceling Headphones,Over-ear headphones with ANC,image,https://example.com/media/headphones10.jpg,457.68,Electronics;Audio,ANC;wireless;comfort,2025-02-03
p_0070,Noise-canceling Headphones,Over-ear headphones with ANC,image,https://example.com/media/headphones1.jpg,303.18,Electronics;Audio,ANC;wireless;comfort,2025-01-21
p_0071,Ergonomic Office Chair,Comfortable chair with lumbar support,image,https://example.com/media/chair2.jpg,85.72,Furniture;Office,ergonomic;mesh;adjustable,2025-01-29
p_0072,Travel Drone 4K,Lightweight drone with 4K camera,video,https://example.com/media/drone_demo3.mp4,153.6,Electronics;Drones,4K;camera;gps,2025-02-13
p_0073,Portable Bluetooth Speaker,Compact speaker with 12h battery,image,https://example.com/media/speaker4.jpg,116.07,Electronics;Audio,bluetooth;portable;bass,2025-02-10
p_0074,Ergonomic Office Chair,Comfortable chair with lumbar support,image,https://example.com/media/chair5.jpg,238.44,Furniture;Office,ergonomic;mesh;adjustable,2025-01-21
p_0075,Noise-canceling Headphones,Over-ear headphones with ANC,image,https://example.com/media/headphones6.jpg,79.66,Electronics;Audio,ANC;wireless;comfort,2025-02-07
p_0076,Smartwatch Pro,Fitness-tracking smartwatch,image,https://example.com/media/watch7.jpg,448.58,Electronics;Wearables,heart-rate;gps;waterproof,2025-03-07
p_0077,Kids Educational Tablet,Tablet with child-safe apps,image,https://example.com/media/tablet8.jpg,193.12,Electronics;Kids,education;parental-control;toddler,2025-02-12
p_0078,Coffee Maker 12-cup,Programmable drip coffee maker,image,https://example.com/media/coffee9.jpg,275.48,Home;Kitchen,coffee;programmable;12cup,2025-01-22
p_0079,Portable Bluetooth Speaker,Compact speaker with 12h battery,image,https://example.com/media/speaker10.jpg,103.64,Electronics;Audio,bluetooth;portable;bass,2025-03-21
p_0080,4K Action Camera,Waterproof action camera 4K video,video,https://example.com/media/actioncam_demo1.mp4,377.24,Electronics;Cameras,4K;waterproof;wide-angle,2025-02-09
p_0081,Kids Educational Tablet,Tablet with child-safe apps,image,https://example.com/media/tablet2.jpg,91.2,Electronics;Kids,education;parental-control;toddler,2025-01-13
p_0082,Portable Bluetooth Speaker,Compact speaker with 12h battery,image,https://example.com/media/speaker3.jpg,253.02,Electronics;Audio,bluetooth;portable;bass,2025-03-21
p_0083,Smartwatch Pro,Fitness-tracking smartwatch,image,https://example.com/media/watch4.jpg,340.19,Electronics;Wearables,heart-rate;gps;waterproof,2025-02-20
p_0084,Portable Bluetooth Speaker,Compact speaker with 12h battery,image,https://example.com/media/speaker5.jpg,218.34,Electronics;Audio,bluetooth;portable;bass,2025-02-20
p_0085,Coffee Maker 12-cup,Programmable drip coffee maker,image,https://example.com/media/coffee6.jpg,292.27,Home;Kitchen,coffee;programmable;12cup,2025-02-20
p_0086,Coffee Maker 12-cup,Programmable drip coffee maker,image,https://example.com/media/coffee7.jpg,27.1,Home;Kitchen,coffee;programmable;12cup,2025-02-10
p_0087,Noise-canceling Headphones,Over-ear headphones with ANC,image,https://example.com/media/headphones8.jpg,287.68,Electronics;Audio,ANC;wireless;comfort,2025-03-14
p_0088,Smartwatch Pro,Fitness-tracking smartwatch,image,https://example.com/media/watch9.jpg,183.2,Electronics;Wearables,heart-rate;gps;waterproof,2025-02-16
p_0089,Ergonomic Office Chair,Comfortable chair with lumbar support,image,https://example.com/media/chair10.jpg,242.36,Furniture;Office,ergonomic;mesh;adjustable,2025-01-06
p_0090,Smartwatch Pro,Fitness-tracking smartwatch,image,https://example.com/media/watch1.jpg,330.92,Electronics;Wearables,heart-rate;gps;waterproof,2025-04-01
p_0091,Portable Bluetooth Speaker,Compact speaker with 12h battery,image,https://example.com/media/speaker2.jpg,380.22,Electronics;Audio,bluetooth;portable;bass,2025-01-16
p_0092,Kids Educational Tablet,Tablet with child-safe apps,image,https://example.com/media/tablet3.jpg,209.53,Electronics;Kids,education;parental-control;toddler,2025-03-23
p_0093,Portable Bluetooth Speaker,Compact speaker with 12h battery,image,https://example.com/media/speaker4.jpg,488.11,Electronics;Audio,bluetooth;portable;bass,2025-03-08
p_0094,Travel Drone 4K,Lightweight drone with 4K camera,video,https://example.com/media/drone_demo5.mp4,182.87,Electronics;Drones,4K;camera;gps,2025-03-21
p_0095,Coffee Maker 12-cup,Programmable drip coffee maker,image,https://example.com/media/coffee6.jpg,433.81,Home;Kitchen,coffee;programmable;12cup,2025-02-09
p_0096,Travel Drone 4K,Lightweight drone with 4K camera,video,https://example.com/media/drone_demo7.mp4,446.74,Electronics;Drones,4K;camera;gps,2025-02-06
p_0097,Smartwatch Pro,Fitness-tracking smartwatch,image,https://example.com/media/watch8.jpg,438.15,Electronics;Wearables,heart-rate;gps;waterproof,2025-01-19
p_0098,Smartwatch Pro,Fitness-tracking smartwatch,image,https://example.com/media/watch9.jpg,98.06,Electronics;Wearables,heart-rate;gps;waterproof,2025-01-09
p_0099,Noise-canceling Headphones,Over-ear headphones with ANC,image,https://example.com/media/headphones10.jpg,324.56,Electronics;Audio,ANC;wireless;comfort,2025-03-15
p_0100,Travel Drone 4K,Lightweight drone with 4K camera,video,https://example.com/media/drone_demo1.mp4,325.53,Electronics;Drones,4K;camera;gps,2025-01-06
